neanche	Konjunktion
nessuno	Adjektiv
occuparsi	Verb
passaggio	Substantiv
peggiorare	Verb
pesare	Verb
phon	Substantiv
piccante	Adjektiv
piegarsi	Verb
pop	Substantiv
pop	Adjektiv
praticamente	Adverb
questura	Substantiv
racchetta	Substantiv
rettangolare	Adjektiv
rettore	Substantiv
riassumere	Verb
rock	Substantiv
sbucciare	Verb
scaricare	Verb
schiera	Substantiv
sdraiarsi	Verb
seguente	Adjektiv
sennò	Konjunktion
sms	Substantiv
socievole	Adjektiv
spettabile	Adjektiv
spicchio	Substantiv
spostare	Verb
stage	Substantiv
stampare	Verb
stendersi	Verb
stressare	Verb
talk-show	Substantiv
tombola	Substantiv
tostapane	Substantiv
totale	Substantiv
traslocare	Verb
trasmissione	Substantiv
trasparente	Adjektiv
trasportare	Verb
trovarsi	Verb
tuttavia	Konjunktion
vaglia	Substantiv
vagone	Substantiv
variabile	Adjektiv
versare	Verb
verso	Präposition
vietare	Verb
vigilessa	Substantiv
addetta	Substantiv
addetto	Substantiv
adorare	Verb
affatto	Adverb
affinché	Konjunktion
agio	Substantiv
agriturismo	Substantiv
altrimenti	Adverb
amministratore	Substantiv
amministratrice	Substantiv
andarsene	Verb
annullare	Verb
artigianato	Substantiv
atteggiamento	Substantiv
beato	Adjektiv
boh	Interjektion
bolletta	Substantiv
bollettino	Substantiv
bonifico	Substantiv
brano	Substantiv
calcolare	Verb
cavarsela	Verb
chissà	Adverb
chiunque	Pronomen
ciascuno	Pronomen
ciò	Pronomen
citare	Verb
cittadinanza	Substantiv
collaboratore	Substantiv
collaboratrice	Substantiv
commentare	Verb
commento	Substantiv
concentrare	Verb
concentrarsi	Verb
coniugare	Verb
continuamente	Adverb
convivente	Substantiv
cortesia	Substantiv
cronaca	Substantiv
deludere	Verb
detestare	Verb
difetto	Substantiv
dottorato	Substantiv
dovunque	Adverb
eccetera	Adverb
eccetto	Präposition
evidenza	Substantiv
farcela	Verb
fastidio	Substantiv
feriale	Adjektiv
festivo	Adjektiv
figo	Adjektiv
finché	Konjunktion
fornitore	Substantiv
fregarsene	Verb
frenare	Verb
ganzo	Adjektiv
globalizzazione	Substantiv
ideologia	Substantiv
immobile	Substantiv
impensabile	Adjektiv
infanzia	Substantiv
inquilina	Substantiv
inquilino	Substantiv
intervenire	Verb
investire	Verb
laggiù	Adverb
lassù	Adverb
lavorativo	Adjektiv
logico	Adjektiv
magari	Interjektion
mah	Interjektion
maiuscola	Substantiv
manager	Substantiv
maternità	Substantiv
metodo	Substantiv
mettercela	Verb
minuscola	Substantiv
minuscolo	Adjektiv
mura	Substantiv
nemmeno	Adverb
nemmeno	Konjunktion
nonostante	Präposition
nonostante	Konjunktion
oggigiorno	Adverb
ognuno	Pronomen
onestà	Substantiv
organizzazione	Substantiv
orizzontale	Adjektiv
pazzesco	Adjektiv
personalmente	Adverb
poiché	Konjunktion
polizza	Substantiv
preoccupazione	Substantiv
probabilità	Substantiv
purché	Konjunktion
raccomandarsi	Verb
reclamo	Substantiv
residenza	Substantiv
riferire	Verb
rischioso	Adjektiv
riscontro	Substantiv
rotatoria	Substantiv
scherzare	Verb
scorretto	Adjektiv
sebbene	Konjunktion
sfruttare	Verb
sottrarre	Verb
specializzarsi	Verb
specializzazione	Substantiv
talvolta	Adverb
teoria	Substantiv
terrorizzare	Verb
tonnellata	Substantiv
tradizionale	Adjektiv
tranquillità	Substantiv
uffa	Interjektion
un	Pronomen
virgoletta	Substantiv
