lavagna	505
lavanderia	39
lavandino	10
lavare	10
lavarsi	27
lavastoviglie	10
lavatrice	10
leggero	536
legno	165
lento	52
lenzuolo	54
libero	186
libreria	435
liscio	265
litro	221
livello	596
loro	10
luce	97
luna	133
luogo	325
maiale	10
mancia	5056
manica	368
mano	10
marrone	83
maschile	485
matematica	415
materia	61
matrimonio	10
meccanico	118
medico	10
meglio	76
mela	59
mensa	121
merenda	71
messaggio	74
metro	112
metropolitana	585
mettersi	10
minestra	10
mobile	330
moda	380
moderno	77
mondo	507
monumento	252
mostra	149
motorino	74
mucca	79
muovere	52
muoversi	10
muro	197
naso	10
natura	190
nave	62
nebbia	10
nervoso	212
neve	45
nevicare	41
nipote	10
noioso	56
noleggiare	10
nord	10
normale	382
nostalgia	32
nostro	10
nuora	10
nuotare	87
nuoto	10
nuvola	172
nuvoloso	67
occhio	55
odore	158
offrire	60
oggetto	120
ogni	67
operaia	51
operaio	10
orario	188
ordinare	41
orecchio	42
organizzare	71
oro	265
ospite	344
ovest	41
padella	39
padrona	103
padrone	56
pagina	196
paio	182
palazzo	145
palestra	64
palla	49
pallacanestro	761
panino	49
parente	10
parete	319
parte	10
partenza	309
partita	125
passare	10
passato	10
passeggiare	41
passeggiata	63
pasto	10
patata	10
patente	173
paura	42
pausa	194
pavimento	97
peccato	49
pelle	66
pensare	10
pensione	122
pentola	10
pera	60
perdere	10
periferia	747
persona	80
pesante	353
pescare	53
pettine	42
pezzo	209
piangere	10
piede	222
pieno	52
pigro	56
pioggia	54
pipa	10
piscina	72
pisello	57
plurale	54
poi	10
pollo	10
poltrona	10
ponte	332
posacenere	37
posata	10
possibile	43
povero	35
prato	493
preferire	34
preoccuparsi	10
preparare	84
prima	10
primo	10
probabilmente	10
problema	161
profumo	92
programma	533
pronto	54
prosciutto	32
prossimo	40
provare	10
punto	44
qualche	10
quale	10
raffreddore	10
ragione	50
regalare	81
regalo	47
restare	10
resto	10
riccio	89
ricevere	75
ricordare	10
ricordarsi	10
ridere	10
rilassarsi	36
rimanere	10
riposare	66
riposarsi	10
riscaldamento	105
ritardo	43
ritrovare	10
rompere	10
rosa	236
roulotte	91
rumore	96
sala	94
salame	36
salato	159
saldo	69
salotto	124
salsa	36
salute	92
sandalo	51
sapone	10
sbagliare	74
sbaglio	49
scala	685
scegliere	76
sci	378
sciare	96
scienza	68
scomodo	10
scontrino	31
scorso	10
scrivania	10
scuro	59
sedersi	39
segretaria	103
segretario	108
seguire	10
semaforo	76
sembrare	10
sentire	10
sentirsi	10
separare	10
separarsi	10
serio	105
seta	96
shampoo	10
sicuro	35
sigaro	54
silenzio	10
simile	10
singolare	1438
soccorso	81
soffitto	76
solito	10
solo	10
sorpresa	42
sorridere	10
spazzolino	45
specchio	46
spegnere	102
spendere	48
sperare	10
spettacolo	217
spiegare	33
spingere	53
spogliarsi	64
sporcare	47
sportivo	334
sposarsi	10
spuntino	41
squadra	324
stadio	534
stamattina	27
stanotte	10
stanza	10
stasera	10
stella	601
stesso	10
stirare	40
stiro	10
stivale	46
storia	218
storico	278
strano	75
studio	781
subito	10
succedere	68
sud	10
suo	10
suocera	10
suocero	10
tabaccaio	142
tagliare	74
tappeto	47
tasca	62
tazza	70
tecnico	1285
telefonata	91
temperatura	173
tempo	10
temporale	182
tenda	55
tenere	56
tennis	2372
terra	664
terrazza	10
testa	235
tetto	132
tiepido	60
timido	38
tirare	82
toccare	41
togliere	10
torta	63
tortellino	123
tosse	10
tovaglia	76
tovagliolo	44
traffico	95
tranquillo	39
trascorrere	33
tuono	171
uccello	503
uguale	237
ultimo	10
usare	51
uscita	603
utile	74
vasca	180
vaso	141
vedere	41
vedovo	10
veloce	144
vendere	35
vento	55
veramente	10
verbo	10
vestirsi	10
vetrina	191
vetro	170
viola	84
virgola	362
voce	66
voglia	10
volare	51
volta	10
vostro	10
vuoto	188
water	3081
zia	10
zio	10
abitante	67
accanto	194
accento	93
accomodarsi	10
acconto	55
acido	795
affettuoso	57
aggiungere	41
aggiustare	35
aglio	10
alba	110
allergico	70
alloggio	40
almeno	10
ambulanza	41
ambulatorio	63
amicizia	50
ammalarsi	10
ammobiliato	99
analisi	422
angolo	141
annuncio	131
ansia	73
ansioso	10
appassionato	10
appunto	10
asilo	108
aspro	10
assegno	38
assolutamente	10
attendere	10
attentamente	40
attesa	69
attore	68
attrice	215
avaro	10
avverbio	10
bagaglio	50
bagnare	10
bagnarsi	10
bancomat	70
banconota	149
bilancia	48
bilocale	291
binario	220
bisognare	84
bocciare	10
bollente	44
bollire	10
breve	10
bruciarsi	10
buttare	10
cadere	10
calma	42
calmarsi	37
camion	10
campo	746
canale	1180
canguro	719
cantante	199
capace	42
capodanno	96
caricare	79
carnevale	136
cartone	466
cassettiera	86
causa	10
cerotto	106
certamente	10
cervello	121
chiacchierare	48
cimitero	118
cipolla	50
classico	258
cliccare	281
cliente	86
clima	98
clinica	75
coincidenza	110
collegio	933
collezionare	77
collezione	219
colloquio	49
colpa	45
commedia	98
compagnia	710
compilare	183
complemento	94
complicare	64
comportarsi	10
Comune	2084
comunicare	42
comunicazione	268
concorso	504
condizionare	58
condominio	59
confuso	93
connettersi	342
conoscenza	10
consegnare	63
consigliare	10
consiglio	52
contante	34
contattare	10
contemporaneo	192
copia	185
cordiale	40
cordialmente	72
corrente	83
costoso	53
costruire	47
costruzione	100
crepare	10
crudo	82
cuocere	10
cuore	105
curioso	10
dappertutto	10
davvero	10
decidere	53
denaro	29
dentista	54
deprimere	203
descrivere	32
dialetto	241
diario	91
dieta	152
differente	59
dipendere	41
diploma	126
diplomarsi	121
direttamente	120
direzione	153
discesa	788
disoccupata	131
disoccupato	96
dispensa	86
disperare	10
distinto	87
diventare	58
documentario	67
dolore	68
dopodomani	10
duomo	200
durare	10
duro	10
eccezionale	10
egoista	51
egregio	48
elettricista	67
elicottero	228
emergenza	281
emozione	53
esperienza	62
esprimere	55
estroverso	56
famoso	37
fantastico	165
farina	10
favola	214
feria	243
ferire	58
ferirsi	10
ferita	49
fermare	10
festeggiare	10
fiction	86
finale	1551
finalmente	47
fontana	361
forma	171
forza	162
freno	124
fretta	10
friggere	10
frullatore	10
fumetto	463
fumo	45
funzionare	114
futuro	103
gara	315
generalmente	10
genere	5266
generoso	45
gente	34
giardinaggio	91
giocatore	136
giocatrice	420
gioia	39
grammo	168
grosso	77
gruppo	2264
guadagnare	81
guarire	57
guasto	114
gusto	121
idraulico	80
immaginare	10
impaziente	34
impegnare	188
impegno	151
impianto	665
importare	47
improbabile	42
improvvisamente	45
improvviso	35
incendio	59
incidente	97
incominciare	10
incredibile	42
incrocio	52
incubo	111
indifferente	39
indimenticabile	68
infine	10
informare	39
innamorarsi	78
inoltre	10
insipido	159
insomma	10
interessarsi	40
introverso	10
inventare	47
inviare	39
istituto	452
ladra	10
ladro	10
laurea	86
laurearsi	55
lentamente	32
leone	644
liceo	85
linea	892
liquido	128
lirica	211
locale	904
lotto	354
lupo	108
maestra	83
maestro	529
maggiore	175
magnifico	360
malattia	76
mancare	10
mandare	10
marca	240
marciapiede	57
master	284
massimo	904
medio	421
mensile	46
mensola	232
meraviglioso	60
metallo	99
metropoli	42
migliorare	10
migliore	190
minimo	118
minore	197
mite	50
modo	10
modulo	315
moneta	184
monolocale	92
morte	60
motivo	10
motore	238
musicale	93
nascondere	38
naturale	843
navigare	64
neanche	10
necessario	10
negativo	113
nessuno	10
notizia	44
obbligatorio	82
occasione	121
occupare	94
occuparsi	10
odiare	10
odio	10
offerta	57
onesto	36
opera	391
opinione	54
ordine	693
orribile	43
osservare	66
ottimista	10
ottimo	44
ovale	49
paese	544
parere	42
partecipare	106
particolarmente	10
passaggio	104
passione	113
pazienza	42
pediatra	10
pedonale	96
peggio	48
peggiorare	40
peggiore	69
perfetto	10
periodo	10
permesso	10
pesare	161
pessimista	10
pessimo	35
phon	10
piacevole	31
piccante	93
piegare	46
piegarsi	41
pillola	187
pittore	92
pittrice	214
pittura	87
piuttosto	10
pizzico	52
plastica	122
poesia	132
poeta	10
poetessa	10
pompiere	218
pop	402
porto	121
positivo	129
postino	56
praticamente	10
pratico	95
precedente	39
prefisso	132
pregare	38
premere	84
preposizione	63
presentare	10
preside	39
prestare	52
previsione	169
prezzemolo	36
probabile	39
prodotto	1041
profondo	170
promettere	47
promuovere	105
pronome	95
pronuncia	343
proporre	48
proprio	10
protagonista	196
pulizia	10
purtroppo	10
quadrato	211
qualsiasi	39
quartiere	522
questura	179
quindi	10
quotidiano	33
racchetta	87
raccogliere	49
raccomandata	328
raccontare	61
raramente	10
regista	217
rendere	57
reparto	103
restituire	46
rettangolare	198
rettore	353
riassumere	49
ricetta	10
ricordo	33
ringraziare	47
riparare	80
risultato	224
ritirare	40
riuscire	61
rivista	90
rock	2797
romantico	141
romanzo	205
rompersi	10
rotondo	149
rubare	43
ruota	83
sacco	74
salire	116
salita	516
saltare	63
salutare	46
sano	73
sapore	49
sbagliarsi	10
sbucciare	10
scaffale	37
scaricare	362
scendere	45
schiera	211
schifo	10
sciopero	10
sciroppo	10
sconto	120
scoprire	10
scrittore	116
scrittrice	61
scultore	72
scultrice	218
scultura	63
sdraiare	41
sdraiarsi	10
secco	102
secolo	726
seguente	603
semplice	193
serata	121
sereno	66
servire	48
settimanale	42
sfortuna	31
sicuramente	10
sito	1749
situazione	55
smettere	10
sms	125
socievole	52
soggetto	198
sognare	10
sogno	94
solido	279
soltanto	10
soprattutto	10
sottile	256
spaventare	10
spaventoso	10
speciale	786
specialmente	10
spettabile	542
spicchio	34
spostare	41
stage	1192
stampare	115
stendere	81
stendersi	10
stomaco	55
stress	109
stressare	85
successo	169
superare	45
svolgere	53
talk-show	136
telefilm	407
telegiornale	354
tenero	53
terminare	10
termometro	76
termosifone	42
terribile	61
tigre	130
tipo	173
titolo	584
tombola	152
torre	480
tostapane	10
totale	105
tradurre	101
tragedia	165
tramonto	44
trasferirsi	10
traslocare	65
trasloco	162
trasmissione	238
trasparente	121
trasportare	62
trovarsi	28
ubriacarsi	10
ubriaco	50
ulteriore	73
umido	100
umore	97
unico	10
utilizzare	261
vaglia	425
vagone	10
variabile	221
velocemente	10
versare	56
vietare	45
vigile	33
vigilessa	88
villa	287
villaggio	659
vincere	250
vita	110
vivo	1038
volentieri	10
abbandonare	10
abbassare	10
abbondante	145
abile	130
abitazione	43
abituarsi	10
abitudine	10
accadere	10
accarezzare	38
accelerare	10
accettare	39
accogliere	51
accorgersi	10
accusare	10
adatto	41
addetta	40
addetto	69
adolescente	10
adoperare	10
adorare	76
adottare	63
affare	70
affatto	10
affermare	10
affermazione	91
affrontare	10
agio	43
agricoltura	10
agriturismo	126
alimentazione	278
allarme	99
allontanarsi	10
altrettanto	10
altrimenti	10
ambiente	219
ammazzare	41
ammettere	10
amministratore	185
amministratrice	41
ammirare	79
ampio	88
andarsene	10
annullare	50
appartenere	754
apprezzare	10
argomento	126
arma	103
armonia	235
arrestare	10
artificiale	263
artigianato	41
asma	66
aspettarsi	10
aspetto	126
assassina	44
assassino	10
assente	53
assenza	32
assicurare	10
assicurazione	135
associazione	314
assomigliare	10
assumere	52
assurdo	56
atteggiamento	50
attentato	72
attimo	58
augurare	50
augurarsi	10
aumentare	41
aumento	74
autentico	10
autore	179
autrice	138
avvertire	76
avvicinarsi	10
azienda	324
azione	193
base	170
bastare	10
beato	123
bellezza	69
bolletta	10
bollettino	80
bomba	99
bonifico	99
brano	59
bugia	52
cadavere	56
calcolare	72
cantiere	321
capitale	419
capitare	10
carabiniere	300
carattere	72
carcere	10
carriera	490
caso	76
catturare	54
cavarsela	10
celibe	184
certificato	259
cieco	110
cima	913
citare	38
cittadinanza	63
coda	689
cogliere	94
collaboratore	60
collaboratrice	46
collocamento	94
colpevole	43
combattere	10
commentare	63
commento	123
commercio	87
complesso	561
comportamento	71
comprendere	34
comunque	10
concentrare	91
concentrarsi	36
concorrenza	10
concludere	136
conclusione	70
condannare	49
condividere	56
condizione	92
conferenza	210
confermare	55
confrontare	41
confronto	40
coniugare	59
coniuge	72
conseguenza	99
considerare	10
considerazione	63
consonante	455
contare	42
contatto	55
contemporaneamente	79
continuamente	38
contrario	10
contratto	79
controllare	39
convincere	55
convivente	10
coraggio	10
cortesia	119
costringere	10
creare	37
crescere	60
criminale	57
crisi	127
criticare	61
cronaca	121
cura	299
curarsi	55
danno	126
dato	10
debito	47
decisione	117
deludere	57
delusione	36
democrazia	234
denuncia	81
denunciare	62
deserto	274
desiderare	10
desiderio	62
destinatario	84
detestare	59
diavolo	121
dichiarare	39
difendere	45
difetto	64
differenza	192
diminuire	81
dimostrare	10
Dio	114
dipendente	67
dipendenza	10
dirigente	433
disabile	48
discorso	94
discussione	46
discutere	10
disgustoso	10
distanza	415
disturbare	47
dividere	58
divieto	33
dottorato	134
dovunque	10
droga	41
dubbio	44
dubitare	10
eccetera	68
ecco	10
educazione	42
elezione	219
enorme	10
epoca	358
esatto	10
escludere	10
esercito	10
esistere	63
espressione	110
esterno	187
evidente	10
evidenza	27
farcela	10
fastidio	41
fatica	10
fede	10
feriale	254
festivo	113
fidarsi	10
fiducia	32
figo	856
figura	132
figurarsi	10
fila	118
finora	51
finto	56
folla	71
fondo	216
formazione	347
fornitore	275
fragile	52
fregarsene	10
frenare	10
furto	10
galera	45
galleria	423
ganzo	288
generazione	415
gesto	44
ghiacciaio	635
giudice	90
giustizia	144
globalizzazione	182
governo	243
grave	94
gridare	10
guerra	179
gustare	55
ideale	63
ideologia	139
imitare	65
immagine	122
immobile	123
impensabile	10
importanza	36
impresa	197
impressione	10
includere	43
indispensabile	34
infanzia	63
inferiore	468
innanzitutto	73
innocente	49
inquilina	98
inquilino	240
inquinamento	65
insistere	10
intanto	48
intendere	10
intenzione	39
interesse	96
interno	314
interrompere	10
intervenire	10
intervista	60
investire	41
invisibile	75
iscriversi	124
iscrizione	778
lamentarsi	10
lato	41
lavorativo	63
legge	70
liberare	50
licenziare	94
litigare	65
logico	220
lordo	109
maiuscola	211
manager	844
mancanza	10
maniera	58
mantenere	10
matto	48
mente	76
merce	84
messa	128
metodo	321
mettercela	94
militare	743
millimetro	173
ministro	167
minuscola	308
minuscolo	351
miseria	47
mittente	207
moltiplicare	157
morbido	69
mostrare	10
movimento	440
multa	10
municipio	88
mura	47
muto	620
mutuo	121
nemico	53
nemmeno	10
netto	101
nubile	34
nulla	10
obbligare	10
oggigiorno	119
omicidio	34
opportuno	40
organizzazione	365
orizzontale	117
ormai	45
ovvio	10
pace	132
paesaggio	173
paga	10
pagamento	59
Papa	283
parecchio	30
parentesi	524
parlamento	146
partito	134
patto	96
pazzesco	10
pena	10
perdonare	58
perfino	10
pericoloso	89
personaggio	453
personale	171
personalmente	10
pistola	10
politica	112
politico	72
polizza	117
porco	77
porgere	10
possedere	123
precedenza	10
prendersela	10
preoccupazione	43
presentazione	116
presente	45
presenza	10
presidente	137
presso	288
prestito	461
prete	76
prigione	10
principale	180
privato	210
processo	146
progetto	88
proibire	70
proposito	10
proteggere	39
Provincia	1751
pubblico	178
pure	45
puro	62
puzza	33
puzzare	10
qualunque	114
questione	64
quintale	78
raccomandarsi	10
raggiungere	10
rallentare	10
rapina	36
rapporto	50
rata	39
reagire	151
realizzare	10
reclamo	60
Regione	2696
regola	155
relazione	48
religioso	355
repubblica	2048
residenza	40
responsabile	82
ricchezza	105
ricerca	560
ricevuta	38
riconoscere	50
ridicolo	91
riferire	40
riferirsi	110
rifiutare	48
riflettere	10
riguardare	52
rimettersi	37
rinunciare	10
riprendere	10
riprendersi	10
rischioso	43
riscontro	57
risolvere	76
risparmiare	10
rispettare	41
rispetto	75
roba	10
rotatoria	106
ruvido	87
saggio	10
salvare	72
santo	111
scherzare	10
sconfiggere	161
scopo	47
scorretto	63
scusa	10
sede	1238
seguito	10
senato	103
sensazione	161
senso	69
sentimento	38
servizio	718
sesso	164
sfruttare	69
sicurezza	187
significato	34
sillaba	219
sindacato	126
sindaco	194
sistema	274
sociale	264
socia	150
socio	52
soddisfatto	10
soffrire	10
soldatessa	244
soldato	93
solitudine	38
sollecito	72
soluzione	430
somma	56
sopravvivere	55
sordo	54
sospendere	10
sottolineare	41
sottrarre	55
sparare	38
spazio	398
specializzarsi	39
specializzazione	97
spiegarsi	10
statale	300
stato	10
stile	189
stipendio	33
suora	56
superiore	676
svantaggio	93
svegliare	61
sviluppare	47
sviluppo	206
tale	63
talvolta	10
tariffa	171
tassa	43
tavola	229
tecnologia	207
telegramma	10
temere	10
tensione	219
teoria	353
terapia	384
terrorismo	182
terrorizzare	10
testo	109
tipico	110
tonnellata	142
torto	44
tradizionale	196
trasformare	73
trattare	64
tratto	268
tribunale	44
turismo	128
uccidere	47
urgente	52
valere	42
valore	84
vantaggio	63
vario	88
vegetariano	140
vergognarsi	10
verticale	125
violenza	70
virgoletta	711
viso	10
vista	71
vocale	473
votare	185
