17	amare	Condizionale	Passato	avrei amato	avresti amato	avrebbe amato	avremmo amato	avreste amato	avrebbero amato
17	amare	Infinito	Presente	/	amare
17	amare	Infinito	Passato	/	avere amato
17	amare	Gerundio	Presente	/	amando
17	amare	Gerundio	Passato	/	avendo amato
23	andare	Indicativo	Presente	vado	vai	vaa	andiamo	andate	vanno
23	andare	Indicativo	Passato Prossimo	sono andato	sei andato	è andato	siamo andati	siete andati	sono andati
23	andare	Indicativo	Imperfetto	andavo	andavi	andava	andavamo	andavate	andavano
23	andare	Indicativo	Trapassato Prossimo	ero andato	eri andato	era andato	eravamo andato	eravate andato	erano andato
23	andare	Indicativo	Passato Remoto	andai	andasti	andò	andammo	andaste	andarono
23	andare	Indicativo	Futuro Semplice	andrò	andrai	andrà	andremo	andrete	andranno
23	andare	Indicativo	Futuro Anteriore	sarò andato	sarai andato	sarà andato	saremo andato	sarete andato	saranno andato
23	andare	Congiuntivo	Presente	vada	vada	vada	andiamo	andiate	vadano
23	andare	Congiuntivo	Passato	sia andato	sia andato	sia andato	siamo andati	siate andati	siate andati
23	andare	Congiuntivo	Imperfetto	andassi	andassi	andasse	andassimo	andaste	andassero
23	andare	Congiuntivo	Trapassato	fossi andato	fossi andato	fosse andato	fossimo andati	foste andati	fossero andati
23	andare	Condizionale	Presente	andrei	andresti	andrebbe	andremmo	andreste	andrebbero
23	andare	Condizionale	Passato	sarei andato	saresti andato	sarebbe andato	saremmo andati	sareste andati	sarebbero andati
23	andare	Infinito	Presente	/	andare
23	andare	Infinito	Passato	/	essere andato
23	andare	Gerundio	Presente	/	andando
23	andare	Gerundio	Passato	/	essendo andato
29	aprire	Indicativo	Presente	apro	apri	apre	apriamo	aprite	aprono
29	aprire	Indicativo	Passato Prossimo	ho aperto	hai aperto	ha aperto	abbiamo aperto	avete aperto	hanno aperto
29	aprire	Indicativo	Imperfetto	aprivo	aprivi	apriva	aprivamo	aprivate	aprivano
29	aprire	Indicativo	Trapassato Prossimo	avevo aperto	avevi aperto	aveva aperto	avevamo aperto	avevate aperto	avevano aperto
29	aprire	Indicativo	Passato Remoto	aprii	apristi	aprì	aprimmo	apriste	aprirono
29	aprire	Indicativo	Futuro Semplice	aprirò	aprirai	aprirà	apriremo	aprirete	apriranno
29	aprire	Indicativo	Futuro Anteriore	avrò aperto	avrai aperto	avrà aperto	avremo aperto	avrete aperto	avranno aperto
29	aprire	Congiuntivo	Presente	apra	apra	apra	apriamo	apriate	aprano
29	aprire	Congiuntivo	Passato	abbia aperto	abbia aperto	abbia aperto	abbiamo aperto	abbiate aperto	abbiano aperto
29	aprire	Congiuntivo	Imperfetto	aprissi	aprissi	aprisse	aprissimo	apriste	aprissero
29	aprire	Congiuntivo	Trapassato	avessi aperto	avessi aperto	avesse aperto	avessimo aperto	aveste aperto	avessero aperto
29	aprire	Condizionale	Presente	aprirei	apriresti	aprirebbe	apriremmo	aprireste	aprirebbero
29	aprire	Condizionale	Passato	avrei aperto	avresti aperto	avrebbe aperto	avremmo aperto	avreste aperto	avrebbero aperto
29	aprire	Infinito	Presente	/	aprire
29	aprire	Infinito	Passato	/	avere aperto
29	aprire	Gerundio	Presente	/	aprendo
29	aprire	Gerundio	Passato	/	avendo aperto
30	arrivare	Indicativo	Presente	arrivo	arrivi	arriva	arriviamo	arrivate	arrivano
30	arrivare	Indicativo	Passato Prossimo	sono arrivato	sei arrivato	è arrivato	siamo arrivati	siete arrivati	sono arrivati
30	arrivare	Indicativo	Imperfetto	arrivavo	arrivavi	arrivava	arrivavamo	arrivavate	arrivavano
30	arrivare	Indicativo	Trapassato Prossimo	ero arrivato	eri arrivato	era arrivato	eravamo arrivati	eravate arrivati	erano arrivati
30	arrivare	Indicativo	Passato Remoto	arrivai	arrivasti	arrivò	arrivammo	arrivaste	arrivarono
30	arrivare	Indicativo	Futuro Semplice	arriverò	arriverai	arriverà	arriveremo	arriverete	arriveranno
30	arrivare	Indicativo	Futuro Anteriore	sarò arrivato	sarai arrivato	sarà arrivato	saremo arrivati	sarete arrivati	saranno arrivati
30	arrivare	Congiuntivo	Presente	arrivi	arrivi	arrivi	arriviamo	arriviate	arrivino
30	arrivare	Congiuntivo	Passato	sia arrivato	sia arrivato	sai arrivato	siamo arrivati	siate arrivati	siano arrivati
30	arrivare	Congiuntivo	Imperfetto	arrivassi	arrivassi	arrivasse	arrivassimo	arrivaste	arrivassero
30	arrivare	Congiuntivo	Trapassato	fossi arrivato	fossi arrivato	fosse arrivato	fossimo arrivati	foste arrivati	fossero arrivati
30	arrivare	Condizionale	Presente	arriverei	arriveresti	arriverebbe	arriveremmo	arrivereste	arriverebbero
30	arrivare	Condizionale	Passato	sarei arrivato	saresti arrivato	sarebbe arrivato	saremmo arrivati	sareste arrivati	sarebbero arrivati
30	arrivare	Infinito	Presente	/	arrivare
30	arrivare	Infinito	Passato	/	essere arrivato
30	arrivare	Gerundio	Presente	/	arrivando
30	arrivare	Gerundio	Passato	/	essendo arrivato
33	ascoltare	Indicativo	Presente	ascolto	ascolti	ascolta	ascoltiamo	ascoltate	ascoltano
33	ascoltare	Indicativo	Passato Prossimo	ho ascoltato	hai ascoltato	ha ascoltato	abbiamo ascoltato	avete ascoltato	hanno ascoltato
33	ascoltare	Indicativo	Imperfetto	ascoltavo	ascoltavi	ascoltava	ascoltavamo	ascoltavate	ascoltavano
33	ascoltare	Indicativo	Trapassato Prossimo	avevo ascoltato	avevi ascoltato	aveva ascoltato	avevamo ascoltato	avevate ascoltato	avevano ascoltato
33	ascoltare	Indicativo	Passato Remoto	ascoltai	ascoltasti	ascoltò	ascoltammo	ascoltaste	ascoltarono
33	ascoltare	Indicativo	Futuro Semplice	ascolterò	ascolterai	ascolterà	ascolteremo	ascolterete	ascolteranno
33	ascoltare	Indicativo	Futuro Anteriore	avrò ascoltato	avrai ascoltato	avrà ascoltato	avremo ascoltato	avrete ascoltato	avranno ascoltato
33	ascoltare	Congiuntivo	Presente	ascolti	ascolti	ascolti	ascoltiamo	ascoltiate	ascoltino
33	ascoltare	Congiuntivo	Passato	abbia ascoltato	abbia ascoltato	abbia ascoltato	abbiamo ascoltato	abbiate ascoltato	abbiano ascoltato
33	ascoltare	Congiuntivo	Imperfetto	ascoltassi	ascoltassi	ascoltasse	ascoltassimo	ascoltaste	ascoltassero
33	ascoltare	Congiuntivo	Trapassato	avessi ascoltato	avessi ascoltato	avesse ascoltato	avessimo ascoltato	aveste ascoltato	avessero ascoltato
33	ascoltare	Condizionale	Presente	ascolterei	ascolteresti	ascolterebbe	ascolteremmo	ascoltereste	ascolterebbero
33	ascoltare	Condizionale	Passato	avrei ascoltato	avresti ascoltato	avrebbe ascoltato	avremmo ascoltato	avreste ascoltato	avrebbero ascoltato
33	ascoltare	Infinito	Presente	/	ascoltare
33	ascoltare	Infinito	Passato	/	avere ascoltato
33	ascoltare	Gerundio	Presente	/	ascoltando
33	ascoltare	Gerundio	Passato	/	avendo ascoltato
34	aspettare	Indicativo	Presente	aspetto	aspetti	aspetta	aspettiamo	aspettate	aspettano
34	aspettare	Indicativo	Passato Prossimo	ho aspettato	hai aspettato	ha aspettato	abbiamo aspettato	avete aspettato	hanno aspettato
34	aspettare	Indicativo	Imperfetto	aspettavo	aspettavi	aspettava	aspettavamo	aspettavate	aspettavano
34	aspettare	Indicativo	Trapassato Prossimo	avevo aspettato	avevi aspettato	aveva aspettato	avevamo aspettato	avevate aspettato	avevano aspettato
34	aspettare	Indicativo	Passato Remoto	aspettai	aspettasti	aspettò	aspettammo	aspettaste	aspettarono
34	aspettare	Indicativo	Futuro Semplice	aspetterò	aspetterai	aspetterà	aspetteremo	aspetterete	aspetteranno
34	aspettare	Indicativo	Futuro Anteriore	avrò aspettato	avrai aspettato	avrà aspettato	avremo aspettato	avrete aspettato	avranno aspettato
34	aspettare	Congiuntivo	Presente	aspetti	aspetti	aspetti	aspettiamo	aspettiate	aspettino
34	aspettare	Congiuntivo	Passato	abbia aspettato	abbia aspettato	abbia aspettato	abbiamo aspettato	abbiate aspettato	abbiano aspettato
34	aspettare	Congiuntivo	Imperfetto	aspettassi	aspettassi	aspettasse	aspettassimo	aspettaste	aspettassero
34	aspettare	Congiuntivo	Trapassato	avessi aspettato	avessi aspettato	avesse aspettato	avessimo aspettato	aveste aspettato	avessero aspettato
34	aspettare	Condizionale	Presente	aspetterei	aspetteresti	aspetterebbe	aspetteremmo	aspettereste	aspetterebbero
34	aspettare	Condizionale	Passato	avrei aspettato	avresti aspettato	avrebbe aspettato	avremmo aspettato	avreste aspettato	avrebbero aspettato
34	aspettare	Infinito	Presente	/	aspettare
34	aspettare	Infinito	Passato	/	avere aspettato
34	aspettare	Gerundio	Presente	/	aspettando
34	aspettare	Gerundio	Passato	/	avendo aspettato
41	avere	Indicativo	Presente	ho	hai	ha	abbiamo	avete	hanno
41	avere	Indicativo	Passato Prossimo	ho avuto	hai avuto	ha avuto	abbiamo avuto	avete avuto	hanno avuto
41	avere	Indicativo	Imperfetto	avevo	avevi	aveva	avevamo	avevate	avevano
41	avere	Indicativo	Trapassato Prossimo	avevo avuto	avevi avuto	aveva avuto	avevamo avuto	avevate avuto	avevano avuto
41	avere	Indicativo	Passato Remoto	ebbi	avesti	ebbe	avemmo	aveste	ebbero
41	avere	Indicativo	Futuro Semplice	avrò	avrai	avrà	avremo	avrete	avranno
41	avere	Indicativo	Futuro Anteriore	avrò avuto	avrai avuto	avrà avuto	avremo avuto	avrete avuto	avranno avuto
41	avere	Congiuntivo	Presente	abbia	abbia	abbia	abbiamo	abbiate	abbiano
41	avere	Congiuntivo	Passato	abbia avuto	abbia avuto	abbia avuto	abbiamo avuto	abbiate avuto	abbiano avuto
41	avere	Congiuntivo	Imperfetto	avessi	avessi	avesse	avessimo	aveste	avessero
41	avere	Congiuntivo	Trapassato	avessi avuto	avessi avuto	avesse avuto	avessimo avuto	aveste avuto	avessero avuto
41	avere	Condizionale	Presente	avrei	avresti	avrebbe	avremmo	avreste	avrebbero
41	avere	Condizionale	Passato	avrei avuto	avresti avuto	avrebbe avuto	avremmo avuto	avreste avuto	avrebbero avuto
41	avere	Infinito	Presente	/	avere
41	avere	Infinito	Passato	/	avere avuto
41	avere	Gerundio	Presente	/	avendo
41	avere	Gerundio	Passato	/	avendo avuto
44	ballare	Indicativo	Presente	ballo	balli	balla	balliamo	ballate	ballano
44	ballare	Indicativo	Passato Prossimo	ho ballato	hai ballato	ha ballato	abbiamo ballato	avete ballato	hanno ballato
44	ballare	Indicativo	Imperfetto	ballavo	ballavi	ballava	ballavamo	ballavate	ballavano
44	ballare	Indicativo	Trapassato Prossimo	avevo ballato	avevi ballato	aveva ballato	avevamo ballato	avevate ballato	avevano ballato
44	ballare	Indicativo	Passato Remoto	ballai	ballasti	ballò	ballammo	ballaste	ballarono
44	ballare	Indicativo	Futuro Semplice	ballerò	ballerai	ballerà	balleremo	ballerete	balleranno
44	ballare	Indicativo	Futuro Anteriore	avrà ballato	avrai ballato	avrà ballato	avremo ballato	avrete ballato	avranno ballato
44	ballare	Congiuntivo	Presente	balli	balli	balli	balliamo	balliate	ballino
44	ballare	Congiuntivo	Passato	abbia ballato	abbia ballato	abbia ballato	abbiamo ballato	abbiate ballato	abbiano ballato
44	ballare	Congiuntivo	Imperfetto	ballassi	ballassi	ballasse	ballassimo	ballaste	ballassero
44	ballare	Congiuntivo	Trapassato	avessi ballato	avessi ballato	avesse ballato	avessimo ballato	aveste ballato	avessero ballato
44	ballare	Condizionale	Presente	ballerei	balleresti	ballerebbe	balleremmo	ballereste	ballerebbero
44	ballare	Condizionale	Passato	avrei ballato	avresti ballato	avrebbe ballato	avremmo ballato	avreste ballato	avrebbero ballato
44	ballare	Infinito	Presente	/	ballare
44	ballare	Infinito	Passato	/	avere ballato
44	ballare	Gerundio	Presente	/	ballando
44	ballare	Gerundio	Passato	/	avendo ballato
51	bere	Indicativo	Presente	bevo	bevi	beve	beviamo	bevete	bevono
51	bere	Indicativo	Passato Prossimo	ho bevuto	hai bevuto	ha bevuto	abbiamo bevuto	avete bevuto	hanno bevuto
51	bere	Indicativo	Imperfetto	bevevo	bevevi	beveva	bevevamo	bevevate	bevevano
51	bere	Indicativo	Trapassato Prossimo	avevo bevuto	avevi bevuto	aveva bevuto	avevamo bevuto	avevate bevuto	avevano bevuto
51	bere	Indicativo	Passato Remoto	bevvi	bevesti	bevve	bevemmo	beveste	bevvero
51	bere	Indicativo	Futuro Semplice	berrò	berrai	berrà	berremo	berrete	berranno
51	bere	Indicativo	Futuro Anteriore	avrò bevuto	avrai bevuto	avrà bevuto	avremo bevuto	avrete bevuto	avranno bevuto
51	bere	Congiuntivo	Presente	beva	beva	beva	beviamo	beviate	bevano
51	bere	Congiuntivo	Passato	abbia bevuto	abbia bevuto	abbia bevuto	abbiamo bevuto	abbiate bevuto	abbiano bevuto
51	bere	Congiuntivo	Imperfetto	bevessi	bevessi	bevesse	bevessimo	beveste	bevessero
51	bere	Congiuntivo	Trapassato	avessi bevuto	avessi bevuto	avesse bevuto	avessimo bevuto	aveste bevuto	avessero bevuto
51	bere	Condizionale	Presente	berrei	berresti	berrebbe	berremmo	berreste	berrebbero
51	bere	Condizionale	Passato	avrei bevuto	avresti bevuto	avrebbe bevuto	avremmo bevuto	avreste bevuto	avrebbero bevuto
51	bere	Infinito	Presente	/	bere
51	bere	Infinito	Passato	/	avere bevuto
51	bere	Gerundio	Presente	/	bevendo
51	bere	Gerundio	Passato	/	avendo bevuto
72	cambiare	Indicativo	Presente	cambio	cambi	cambia	cambiamo	cambiate	cambiano
72	cambiare	Indicativo	Passato Prossimo	ho cambiato	hai cambiato	ha cambiato	abbiamo cambiato	avete cambiato	hanno cambiato
72	cambiare	Indicativo	Imperfetto	cambiavo	cambiavi	cambiava	cambiavamo	cambiavate	cambiavano
72	cambiare	Indicativo	Trapassato Prossimo	avevo cambiato	avevi cambiato	aveva cambiato	avevamo cambiato	avevate cambiato	avevano cambiato
72	cambiare	Indicativo	Passato Remoto	cambiai	cambiasti	cambiò	cambiammo	cambiaste	cambiarono
72	cambiare	Indicativo	Futuro Semplice	cambierò	cambierai	cambierà	cambieremo	cambierete	cambieranno
72	cambiare	Indicativo	Futuro Anteriore	avrò cambiato	avrai cambiato	avrà cambiato	avremo cambiato	avrete cambiato	avranno cambiato
72	cambiare	Congiuntivo	Presente	cambi	cambi	cambi	cambiamo	cambiate	cambino
72	cambiare	Congiuntivo	Passato	abbia cambiato	abbia cambiato	abbia cambiato	abbiamo cambiato	abbiate cambiato	abbiano cambiato
72	cambiare	Congiuntivo	Imperfetto	cambiassi	cambiassi	cambiasse	cambiassimo	cambiaste	cambiassero
72	cambiare	Congiuntivo	Trapassato	avessi cambiato	avessi cambiato	avesse cambiato	avessimo cambiato	aveste cambiato	avessero cambiato
72	cambiare	Condizionale	Presente	cambierei	cambieresti	cambierebbe	cambieremmo	cambiereste	cambierebbero
72	cambiare	Condizionale	Passato	avrei cambiato	avresti cambiato	avrebbe cambiato	avremmo cambiato	avreste cambiato	avrebbero cambiato
72	cambiare	Infinito	Presente	/	cambiare
72	cambiare	Infinito	Passato	/	avere cambiato
72	cambiare	Gerundio	Presente	/	cambiando
72	cambiare	Gerundio	Passato	/	avendo cambiato
79	cantare	Indicativo	Presente	canto	canti	canta	cantiamo	cantate	cantano
79	cantare	Indicativo	Passato Prossimo	ho cantato	hai cantato	ha cantato	abbiamo cantato	avete cantato	hanno cantato
79	cantare	Indicativo	Imperfetto	cantavo	cantavi	cantava	cantavamo	cantavate	cantavano
79	cantare	Indicativo	Trapassato Prossimo	avevo cantato	avevi cantato	aveva cantato	avevamo cantato	avevate cantato	avevano cantato
79	cantare	Indicativo	Passato Remoto	cantai	cantasti	cantò	cantammo	cantaste	cantarono
79	cantare	Indicativo	Futuro Semplice	canterò	canterai	canterà	canteremo	canterete	canteranno
79	cantare	Indicativo	Futuro Anteriore	avrò cantato	avrai cantato	avrà cantato	avremo cantato	avrete cantato	avranno cantato
79	cantare	Congiuntivo	Presente	canti	canti	canti	cantiamo	cantiate	cantino
79	cantare	Congiuntivo	Passato	abbia cantato	abbia cantato	abbia cantato	abbiamo cantato	abbiate cantato	abbiano cantato
79	cantare	Congiuntivo	Imperfetto	cantassi	cantassi	cantasse	cantassimo	cantaste	cantassero
79	cantare	Congiuntivo	Trapassato	avessi cantato	avessi cantato	avesse cantato	avessimo cantato	aveste cantato	avessero cantato
79	cantare	Condizionale	Presente	canterei	canteresti	canterebbe	canteremmo	cantereste	canterebbero
79	cantare	Condizionale	Passato	avrei cantato	avresti cantato	avrebbe cantato	avremmo cantato	avreste cantato	avrebbero cantato
79	cantare	Infinito	Presente	/	cantare
79	cantare	Infinito	Passato	/	avere cantato
79	cantare	Gerundio	Presente	/	cantando
79	cantare	Gerundio	Passato	/	avendo cantato
82	capire	Indicativo	Presente	capisco	capisci	capisce	capiamo	capite	capiscono
82	capire	Indicativo	Passato Prossimo	ho capito	hai capito	ha capito	abbiamo capito	avete capito	hanno capito
82	capire	Indicativo	Imperfetto	capivo	capivi	capiva	capivamo	capivate	capivano
82	capire	Indicativo	Trapassato Prossimo	avevo capito	avevi capito	aveva capito	avevamo capito	avevate capito	avevano capito
82	capire	Indicativo	Passato Remoto	capii	capisti	capì	capimmo	capiste	capirono
82	capire	Indicativo	Futuro Semplice	capirò	capirai	capirà	capiremo	capirete	capiranno
82	capire	Indicativo	Futuro Anteriore	avrò capito	avrai capito	avrà capito	avremo capato	avrete capato	avranno capato
82	capire	Congiuntivo	Presente	capisca	capisca	capisca	capiamo	capiate	capiscano
82	capire	Congiuntivo	Passato	abbia capito	abbia capito	abbia capito	abbiamo capito	abbiate capito	abbiano capito
82	capire	Congiuntivo	Imperfetto	capissi	capissi	capisse	capissimo	capiste	capissero
82	capire	Congiuntivo	Trapassato	avessi capito	avessi capito	avesse capito	avessimo capito	aveste capito	avessero capito
82	capire	Condizionale	Presente	capirei	capiresti	capirebbe	capiremmo	capireste	capirebbero
82	capire	Condizionale	Passato	avrei capito	avresti capito	avrebbe capito	avremmo capito	avreste capito	avrebbero capito
82	capire	Infinito	Presente	/	capire
82	capire	Infinito	Passato	/	avere capito
82	capire	Gerundio	Presente	/	capendo
82	capire	Gerundio	Passato	/	avendo capito
94	cenare	Indicativo	Presente	ceno	ceni	cena	ceniamo	cenate	cenano
94	cenare	Indicativo	Passato Prossimo	ho cenato	hai cenato	ha cenato	abbiamo cenato	avete cenato	hanno cenato
94	cenare	Indicativo	Imperfetto	cenavo	cenavi	cenava	cenavamo	cenavate	cenavano
94	cenare	Indicativo	Trapassato Prossimo	avevo cenato	avevi cenato	aveva cenato	avevamo cenato	avevate cenato	avevano cenato
94	cenare	Indicativo	Passato Remoto	cenai	cenasti	cenò	cenammo	cenaste	cenarono
94	cenare	Indicativo	Futuro Semplice	cenerò	cenerai	cenerà	ceneremo	cenerete	ceneranno
94	cenare	Indicativo	Futuro Anteriore	avrò cenato	avrai cenato	avrà cenato	avremo cenato	avrete cenato	avranno cenato
94	cenare	Congiuntivo	Presente	ceni	ceni	ceni	ceniamo	ceniate	cenino
94	cenare	Congiuntivo	Passato	abbia cenato	abbia cenato	abbia cenato	abbiamo cenato	abbiate cenato	abbiano cenato
94	cenare	Congiuntivo	Imperfetto	cenassi	cenassi	cenasse	cenassimo	cenaste	cenassero
94	cenare	Congiuntivo	Trapassato	avessi cenato	avessi cenato	avesse cenato	avessimo cenato	aveste cenato	avessero cenato
94	cenare	Condizionale	Presente	cenerei	ceneresti	cenerebbe	ceneremmo	cenereste	cenerebbero
94	cenare	Condizionale	Passato	avrei cenato	avresti cenato	avrebbe cenato	avremmo cenato	avreste cenato	avrebbero cenato
94	cenare	Infinito	Presente	/	cenare
94	cenare	Infinito	Passato	/	avere cenato
94	cenare	Gerundio	Presente	/	cenando
94	cenare	Gerundio	Passato	/	avendo cenato
96	cercare	Indicativo	Presente	cerco	cerchi	cerca	cerchiamo	cercate	cercano
96	cercare	Indicativo	Passato Prossimo	ho cercato	hai cercato	ha cercato	abbiamo cercato	avete cercato	hanno cercato
96	cercare	Indicativo	Imperfetto	cercavo	cercavi	cercava	cercavamo	cercavate	cercavano
96	cercare	Indicativo	Trapassato Prossimo	avevo cercato	avevi cercato	aveva cercato	avevamo cercato	avevate cercato	avevano cercato
96	cercare	Indicativo	Passato Remoto	cercai	cercasti	cercò	cercammo	cercaste	cercarono
96	cercare	Indicativo	Futuro Semplice	cercherò	cercherai	cercherà	cercheremo	cercherete	cercheranno
96	cercare	Indicativo	Futuro Anteriore	avrò cercato	avrai cercato	avrà cercato	avremo cercato	avrete cercato	avranno cercato
96	cercare	Congiuntivo	Presente	cerchi	cerchi	cerchi	cerchiamo	cerchiate	cerchino
96	cercare	Congiuntivo	Passato	abbia cercato	abbia cercato	abbia cercato	abbiamo cercato	abbiate cercato	abbiano cercato
96	cercare	Congiuntivo	Imperfetto	cercassi	cercassi	cercasse	cercassimo	cercaste	cercassero
96	cercare	Congiuntivo	Trapassato	avessi cercato	avessi cercato	avesse cercato	avessimo cercato	aveste cercato	avessero cercato
96	cercare	Condizionale	Presente	cercherei	cercheresti	cercherebbe	cercheremmo	cerchereste	cercherebbero
96	cercare	Condizionale	Passato	avrei cercato	avresti cercato	avrebbe cercato	avremmo cercato	avreste cercato	avrebbero cercato
96	cercare	Infinito	Presente	/	cercare
96	cercare	Infinito	Passato	/	avere cercato
96	cercare	Gerundio	Presente	/	cercando
96	cercare	Gerundio	Passato	/	avendo cercato
101	chiamare	Indicativo	Presente	chiamo	chiami	chiama	chiamiamo	chiamate	chiamano
101	chiamare	Indicativo	Passato Prossimo	ho chiamato	hai chiamato	ha chiamato	abbiamo chiamato	avete chiamato	hanno chiamato
101	chiamare	Indicativo	Imperfetto	chiamavo	chiamavi	chiamava	chiamavamo	chiamavate	chiamavano
101	chiamare	Indicativo	Trapassato Prossimo	avevo chiamato	avevi chiamato	aveva chiamato	avevamo chiamato	avevate chiamato	avevano chiamato
101	chiamare	Indicativo	Passato Remoto	chiamai	chiamasti	chiamò	chiamammo	chiamaste	chiamarono
101	chiamare	Indicativo	Futuro Semplice	chiamerò	chiamerai	chiamerà	chiameremo	chiamerete	chiameranno
101	chiamare	Indicativo	Futuro Anteriore	avrò chiamato	avrai chiamato	avrà chiamato	avremo chiamato	avrete chiamato	avranno chiamato
101	chiamare	Congiuntivo	Presente	chiami	chiami	chiami	chiamiamo	chiamiate	chiamino
101	chiamare	Congiuntivo	Passato	abbia chiamato	abbia chiamato	abbia chiamato	abbiamo chiamato	abbiate chiamato	abbiano chiamato
101	chiamare	Congiuntivo	Imperfetto	chiamassi	chiamassi	chiamasse	chiamassimo	chiamaste	chiamassero
101	chiamare	Congiuntivo	Trapassato	avessi chiamato	avessi chiamato	avesse chiamato	avessimo chiamato	aveste chiamato	avessero chiamato
101	chiamare	Condizionale	Presente	chiamerei	chiameresti	chiamerebbe	chiameremmo	chiamereste	chiamerebbero
101	chiamare	Condizionale	Passato	avrei chiamato	avresti chiamato	avrebbe chiamato	avremmo chiamato	avreste chiamato	avrebbero chiamato
101	chiamare	Infinito	Presente	/	chiamare
101	chiamare	Infinito	Passato	/	avere chiamato
101	chiamare	Gerundio	Presente	/	chiamando
101	chiamare	Gerundio	Passato	/	avendo chiamato
102	chiamarsi	Indicativo	Presente	mi chiamo	ti chiami	si chiama	ci chiamiamo	vi chiamate	si chiamano
102	chiamarsi	Indicativo	Passato Prossimo	mi sono chiamato	ti sei chiamato	si è chiamato	ci siamo chiamati	vi siete chiamati	si sono chiamati
102	chiamarsi	Indicativo	Imperfetto	mi chiamavo	ti chiamavi	si chiamava	ci chiamavamo	vi chiamavate	si chiamavano
102	chiamarsi	Indicativo	Trapassato Prossimo	mi ero chiamato	ti eri chiamato	si era chiamato	ci eravamo chiamati	vi eravate chiamati	si erano chiamati
102	chiamarsi	Indicativo	Passato Remoto	mi chiamai	ti chiamasti	si chiamò	ci chiamammo	vi chiamaste	si chiamarono
102	chiamarsi	Indicativo	Futuro Semplice	mi chiamerò	ti chiamerai	si chiamerà	ci chiameremo	vi chiamerete	si chiameranno
102	chiamarsi	Indicativo	Futuro Anteriore	mi sarò chiamato	ti sarai chiamato	si sarà chiamato	ci saremo chiamati	vi sarete chiamati	si saranno chiamati
102	chiamarsi	Congiuntivo	Presente	mi chiami	ti chiami	si chiami	ci chiamiamo	vi chiamiate	si chiamino
102	chiamarsi	Congiuntivo	Passato	mi sia chiamato	ti sia chiamato	si sia chiamato	ci siamo chiamati	vi siate chiamati	si siano chiamati
102	chiamarsi	Congiuntivo	Imperfetto	mi chiamassi	ti chiamassi	si chiamasse	ci chiamassimo	vi chiamaste	si chiamassero
102	chiamarsi	Congiuntivo	Trapassato	mi fossi chiamato	ti fossi chiamato	si fosse chiamato	ci fossimo chiamati	vi foste chiamati	si fossero chiamati
