andare	Congiuntivo	Passato	sia andato	sia andato	sia andato	siamo andati	siate andati	siate andati
andare	Congiuntivo	Imperfetto	andassi	andassi	andasse	andassimo	andaste	andassero
andare	Congiuntivo	Trapassato	fossi andato	fossi andato	fosse andato	fossimo andati	foste andati	fossero andati
andare	Condizionale	Presente	andrei	andresti	andrebbe	andremmo	andreste	andrebbero
andare	Condizionale	Passato	sarei andato	saresti andato	sarebbe andato	saremmo andati	sareste andati	sarebbero andati
andare	Infinito	Presente	/	andare
andare	Infinito	Passato	/	essere andato
andare	Gerundio	Presente	/	andando
andare	Gerundio	Passato	/	essendo andato
aprire	Indicativo	Presente	apro	apri	apre	apriamo	aprite	aprono
aprire	Indicativo	Passato Prossimo	ho aperto	hai aperto	ha aperto	abbiamo aperto	avete aperto	hanno aperto
aprire	Indicativo	Imperfetto	aprivo	aprivi	apriva	aprivamo	aprivate	aprivano
aprire	Indicativo	Trapassato Prossimo	avevo aperto	avevi aperto	aveva aperto	avevamo aperto	avevate aperto	avevano aperto
aprire	Indicativo	Passato Remoto	aprii	apristi	aprì	aprimmo	apriste	aprirono
aprire	Indicativo	Futuro Semplice	aprirò	aprirai	aprirà	apriremo	aprirete	apriranno
aprire	Indicativo	Futuro Anteriore	avrò aperto	avrai aperto	avrà aperto	avremo aperto	avrete aperto	avranno aperto
aprire	Congiuntivo	Presente	apra	apra	apra	apriamo	apriate	aprano
aprire	Congiuntivo	Passato	abbia aperto	abbia aperto	abbia aperto	abbiamo aperto	abbiate aperto	abbiano aperto
aprire	Congiuntivo	Imperfetto	aprissi	aprissi	aprisse	aprissimo	apriste	aprissero
aprire	Congiuntivo	Trapassato	avessi aperto	avessi aperto	avesse aperto	avessimo aperto	aveste aperto	avessero aperto
aprire	Condizionale	Presente	aprirei	apriresti	aprirebbe	apriremmo	aprireste	aprirebbero
aprire	Condizionale	Passato	avrei aperto	avresti aperto	avrebbe aperto	avremmo aperto	avreste aperto	avrebbero aperto
aprire	Infinito	Presente	/	aprire
aprire	Infinito	Passato	/	avere aperto
aprire	Gerundio	Presente	/	aprendo
aprire	Gerundio	Passato	/	avendo aperto
arrivare	Indicativo	Presente	arrivo	arrivi	arriva	arriviamo	arrivate	arrivano
arrivare	Indicativo	Passato Prossimo	sono arrivato	sei arrivato	è arrivato	siamo arrivati	siete arrivati	sono arrivati
arrivare	Indicativo	Imperfetto	arrivavo	arrivavi	arrivava	arrivavamo	arrivavate	arrivavano
arrivare	Indicativo	Trapassato Prossimo	ero arrivato	eri arrivato	era arrivato	eravamo arrivati	eravate arrivati	erano arrivati
arrivare	Indicativo	Passato Remoto	arrivai	arrivasti	arrivò	arrivammo	arrivaste	arrivarono
arrivare	Indicativo	Futuro Semplice	arriverò	arriverai	arriverà	arriveremo	arriverete	arriveranno
arrivare	Indicativo	Futuro Anteriore	sarò arrivato	sarai arrivato	sarà arrivato	saremo arrivati	sarete arrivati	saranno arrivati
arrivare	Congiuntivo	Presente	arrivi	arrivi	arrivi	arriviamo	arriviate	arrivino
arrivare	Congiuntivo	Passato	sia arrivato	sia arrivato	sai arrivato	siamo arrivati	siate arrivati	siano arrivati
arrivare	Congiuntivo	Imperfetto	arrivassi	arrivassi	arrivasse	arrivassimo	arrivaste	arrivassero
arrivare	Congiuntivo	Trapassato	fossi arrivato	fossi arrivato	fosse arrivato	fossimo arrivati	foste arrivati	fossero arrivati
arrivare	Condizionale	Presente	arriverei	arriveresti	arriverebbe	arriveremmo	arrivereste	arriverebbero
arrivare	Condizionale	Passato	sarei arrivato	saresti arrivato	sarebbe arrivato	saremmo arrivati	sareste arrivati	sarebbero arrivati
arrivare	Infinito	Presente	/	arrivare
arrivare	Infinito	Passato	/	essere arrivato
arrivare	Gerundio	Presente	/	arrivando
arrivare	Gerundio	Passato	/	essendo arrivato
ascoltare	Indicativo	Presente	ascolto	ascolti	ascolta	ascoltiamo	ascoltate	ascoltano
ascoltare	Indicativo	Passato Prossimo	ho ascoltato	hai ascoltato	ha ascoltato	abbiamo ascoltato	avete ascoltato	hanno ascoltato
ascoltare	Indicativo	Imperfetto	ascoltavo	ascoltavi	ascoltava	ascoltavamo	ascoltavate	ascoltavano
ascoltare	Indicativo	Trapassato Prossimo	avevo ascoltato	avevi ascoltato	aveva ascoltato	avevamo ascoltato	avevate ascoltato	avevano ascoltato
ascoltare	Indicativo	Passato Remoto	ascoltai	ascoltasti	ascoltò	ascoltammo	ascoltaste	ascoltarono
ascoltare	Indicativo	Futuro Semplice	ascolterò	ascolterai	ascolterà	ascolteremo	ascolterete	ascolteranno
ascoltare	Indicativo	Futuro Anteriore	avrò ascoltato	avrai ascoltato	avrà ascoltato	avremo ascoltato	avrete ascoltato	avranno ascoltato
ascoltare	Congiuntivo	Presente	ascolti	ascolti	ascolti	ascoltiamo	ascoltiate	ascoltino
ascoltare	Congiuntivo	Passato	abbia ascoltato	abbia ascoltato	abbia ascoltato	abbiamo ascoltato	abbiate ascoltato	abbiano ascoltato
ascoltare	Congiuntivo	Imperfetto	ascoltassi	ascoltassi	ascoltasse	ascoltassimo	ascoltaste	ascoltassero
ascoltare	Congiuntivo	Trapassato	avessi ascoltato	avessi ascoltato	avesse ascoltato	avessimo ascoltato	aveste ascoltato	avessero ascoltato
ascoltare	Condizionale	Presente	ascolterei	ascolteresti	ascolterebbe	ascolteremmo	ascoltereste	ascolterebbero
ascoltare	Condizionale	Passato	avrei ascoltato	avresti ascoltato	avrebbe ascoltato	avremmo ascoltato	avreste ascoltato	avrebbero ascoltato
ascoltare	Infinito	Presente	/	ascoltare
ascoltare	Infinito	Passato	/	avere ascoltato
ascoltare	Gerundio	Presente	/	ascoltando
ascoltare	Gerundio	Passato	/	avendo ascoltato
aspettare	Indicativo	Presente	aspetto	aspetti	aspetta	aspettiamo	aspettate	aspettano
aspettare	Indicativo	Passato Prossimo	ho aspettato	hai aspettato	ha aspettato	abbiamo aspettato	avete aspettato	hanno aspettato
aspettare	Indicativo	Imperfetto	aspettavo	aspettavi	aspettava	aspettavamo	aspettavate	aspettavano
aspettare	Indicativo	Trapassato Prossimo	avevo aspettato	avevi aspettato	aveva aspettato	avevamo aspettato	avevate aspettato	avevano aspettato
aspettare	Indicativo	Passato Remoto	aspettai	aspettasti	aspettò	aspettammo	aspettaste	aspettarono
aspettare	Indicativo	Futuro Semplice	aspetterò	aspetterai	aspetterà	aspetteremo	aspetterete	aspetteranno
aspettare	Indicativo	Futuro Anteriore	avrò aspettato	avrai aspettato	avrà aspettato	avremo aspettato	avrete aspettato	avranno aspettato
aspettare	Congiuntivo	Presente	aspetti	aspetti	aspetti	aspettiamo	aspettiate	aspettino
aspettare	Congiuntivo	Passato	abbia aspettato	abbia aspettato	abbia aspettato	abbiamo aspettato	abbiate aspettato	abbiano aspettato
aspettare	Congiuntivo	Imperfetto	aspettassi	aspettassi	aspettasse	aspettassimo	aspettaste	aspettassero
aspettare	Congiuntivo	Trapassato	avessi aspettato	avessi aspettato	avesse aspettato	avessimo aspettato	aveste aspettato	avessero aspettato
aspettare	Condizionale	Presente	aspetterei	aspetteresti	aspetterebbe	aspetteremmo	aspettereste	aspetterebbero
aspettare	Condizionale	Passato	avrei aspettato	avresti aspettato	avrebbe aspettato	avremmo aspettato	avreste aspettato	avrebbero aspettato
aspettare	Infinito	Presente	/	aspettare
aspettare	Infinito	Passato	/	avere aspettato
aspettare	Gerundio	Presente	/	aspettando
aspettare	Gerundio	Passato	/	avendo aspettato
avere	Indicativo	Presente	ho	hai	ha	abbiamo	avete	hanno
avere	Indicativo	Passato Prossimo	ho avuto	hai avuto	ha avuto	abbiamo avuto	avete avuto	hanno avuto
avere	Indicativo	Imperfetto	avevo	avevi	aveva	avevamo	avevate	avevano
avere	Indicativo	Trapassato Prossimo	avevo avuto	avevi avuto	aveva avuto	avevamo avuto	avevate avuto	avevano avuto
avere	Indicativo	Passato Remoto	ebbi	avesti	ebbe	avemmo	aveste	ebbero
avere	Indicativo	Futuro Semplice	avrò	avrai	avrà	avremo	avrete	avranno
avere	Indicativo	Futuro Anteriore	avrò avuto	avrai avuto	avrà avuto	avremo avuto	avrete avuto	avranno avuto
avere	Congiuntivo	Presente	abbia	abbia	abbia	abbiamo	abbiate	abbiano
avere	Congiuntivo	Passato	abbia avuto	abbia avuto	abbia avuto	abbiamo avuto	abbiate avuto	abbiano avuto
avere	Congiuntivo	Imperfetto	avessi	avessi	avesse	avessimo	aveste	avessero
avere	Congiuntivo	Trapassato	avessi avuto	avessi avuto	avesse avuto	avessimo avuto	aveste avuto	avessero avuto
avere	Condizionale	Presente	avrei	avresti	avrebbe	avremmo	avreste	avrebbero
avere	Condizionale	Passato	avrei avuto	avresti avuto	avrebbe avuto	avremmo avuto	avreste avuto	avrebbero avuto
avere	Infinito	Presente	/	avere
avere	Infinito	Passato	/	avere avuto
avere	Gerundio	Presente	/	avendo
avere	Gerundio	Passato	/	avendo avuto
ballare	Indicativo	Presente	ballo	balli	balla	balliamo	ballate	ballano
ballare	Indicativo	Passato Prossimo	ho ballato	hai ballato	ha ballato	abbiamo ballato	avete ballato	hanno ballato
ballare	Indicativo	Imperfetto	ballavo	ballavi	ballava	ballavamo	ballavate	ballavano
ballare	Indicativo	Trapassato Prossimo	avevo ballato	avevi ballato	aveva ballato	avevamo ballato	avevate ballato	avevano ballato
ballare	Indicativo	Passato Remoto	ballai	ballasti	ballò	ballammo	ballaste	ballarono
ballare	Indicativo	Futuro Semplice	ballerò	ballerai	ballerà	balleremo	ballerete	balleranno
ballare	Indicativo	Futuro Anteriore	avrà ballato	avrai ballato	avrà ballato	avremo ballato	avrete ballato	avranno ballato
ballare	Congiuntivo	Presente	balli	balli	balli	balliamo	balliate	ballino
ballare	Congiuntivo	Passato	abbia ballato	abbia ballato	abbia ballato	abbiamo ballato	abbiate ballato	abbiano ballato
ballare	Congiuntivo	Imperfetto	ballassi	ballassi	ballasse	ballassimo	ballaste	ballassero
ballare	Congiuntivo	Trapassato	avessi ballato	avessi ballato	avesse ballato	avessimo ballato	aveste ballato	avessero ballato
ballare	Condizionale	Presente	ballerei	balleresti	ballerebbe	balleremmo	ballereste	ballerebbero
ballare	Condizionale	Passato	avrei ballato	avresti ballato	avrebbe ballato	avremmo ballato	avreste ballato	avrebbero ballato
ballare	Infinito	Presente	/	ballare
ballare	Infinito	Passato	/	avere ballato
ballare	Gerundio	Presente	/	ballando
ballare	Gerundio	Passato	/	avendo ballato
bere	Indicativo	Presente	bevo	bevi	beve	beviamo	bevete	bevono
bere	Indicativo	Passato Prossimo	ho bevuto	hai bevuto	ha bevuto	abbiamo bevuto	avete bevuto	hanno bevuto
bere	Indicativo	Imperfetto	bevevo	bevevi	beveva	bevevamo	bevevate	bevevano
bere	Indicativo	Trapassato Prossimo	avevo bevuto	avevi bevuto	aveva bevuto	avevamo bevuto	avevate bevuto	avevano bevuto
bere	Indicativo	Passato Remoto	bevvi	bevesti	bevve	bevemmo	beveste	bevvero
bere	Indicativo	Futuro Semplice	berrò	berrai	berrà	berremo	berrete	berranno
bere	Indicativo	Futuro Anteriore	avrò bevuto	avrai bevuto	avrà bevuto	avremo bevuto	avrete bevuto	avranno bevuto
bere	Congiuntivo	Presente	beva	beva	beva	beviamo	beviate	bevano
bere	Congiuntivo	Passato	abbia bevuto	abbia bevuto	abbia bevuto	abbiamo bevuto	abbiate bevuto	abbiano bevuto
bere	Congiuntivo	Imperfetto	bevessi	bevessi	bevesse	bevessimo	beveste	bevessero
bere	Congiuntivo	Trapassato	avessi bevuto	avessi bevuto	avesse bevuto	avessimo bevuto	aveste bevuto	avessero bevuto
bere	Condizionale	Presente	berrei	berresti	berrebbe	berremmo	berreste	berrebbero
bere	Condizionale	Passato	avrei bevuto	avresti bevuto	avrebbe bevuto	avremmo bevuto	avreste bevuto	avrebbero bevuto
bere	Infinito	Presente	/	bere
bere	Infinito	Passato	/	avere bevuto
bere	Gerundio	Presente	/	bevendo
bere	Gerundio	Passato	/	avendo bevuto
cambiare	Indicativo	Presente	cambio	cambi	cambia	cambiamo	cambiate	cambiano
cambiare	Indicativo	Passato Prossimo	ho cambiato	hai cambiato	ha cambiato	abbiamo cambiato	avete cambiato	hanno cambiato
cambiare	Indicativo	Imperfetto	cambiavo	cambiavi	cambiava	cambiavamo	cambiavate	cambiavano
cambiare	Indicativo	Trapassato Prossimo	avevo cambiato	avevi cambiato	aveva cambiato	avevamo cambiato	avevate cambiato	avevano cambiato
cambiare	Indicativo	Passato Remoto	cambiai	cambiasti	cambiò	cambiammo	cambiaste	cambiarono
cambiare	Indicativo	Futuro Semplice	cambierò	cambierai	cambierà	cambieremo	cambierete	cambieranno
cambiare	Indicativo	Futuro Anteriore	avrò cambiato	avrai cambiato	avrà cambiato	avremo cambiato	avrete cambiato	avranno cambiato
cambiare	Congiuntivo	Presente	cambi	cambi	cambi	cambiamo	cambiate	cambino
cambiare	Congiuntivo	Passato	abbia cambiato	abbia cambiato	abbia cambiato	abbiamo cambiato	abbiate cambiato	abbiano cambiato
cambiare	Congiuntivo	Imperfetto	cambiassi	cambiassi	cambiasse	cambiassimo	cambiaste	cambiassero
cambiare	Congiuntivo	Trapassato	avessi cambiato	avessi cambiato	avesse cambiato	avessimo cambiato	aveste cambiato	avessero cambiato
cambiare	Condizionale	Presente	cambierei	cambieresti	cambierebbe	cambieremmo	cambiereste	cambierebbero
cambiare	Condizionale	Passato	avrei cambiato	avresti cambiato	avrebbe cambiato	avremmo cambiato	avreste cambiato	avrebbero cambiato
cambiare	Infinito	Presente	/	cambiare
cambiare	Infinito	Passato	/	avere cambiato
cambiare	Gerundio	Presente	/	cambiando
cambiare	Gerundio	Passato	/	avendo cambiato
cantare	Indicativo	Presente	canto	canti	canta	cantiamo	cantate	cantano
cantare	Indicativo	Passato Prossimo	ho cantato	hai cantato	ha cantato	abbiamo cantato	avete cantato	hanno cantato
cantare	Indicativo	Imperfetto	cantavo	cantavi	cantava	cantavamo	cantavate	cantavano
cantare	Indicativo	Trapassato Prossimo	avevo cantato	avevi cantato	aveva cantato	avevamo cantato	avevate cantato	avevano cantato
cantare	Indicativo	Passato Remoto	cantai	cantasti	cantò	cantammo	cantaste	cantarono
cantare	Indicativo	Futuro Semplice	canterò	canterai	canterà	canteremo	canterete	canteranno
cantare	Indicativo	Futuro Anteriore	avrò cantato	avrai cantato	avrà cantato	avremo cantato	avrete cantato	avranno cantato
cantare	Congiuntivo	Presente	canti	canti	canti	cantiamo	cantiate	cantino
cantare	Congiuntivo	Passato	abbia cantato	abbia cantato	abbia cantato	abbiamo cantato	abbiate cantato	abbiano cantato
cantare	Congiuntivo	Imperfetto	cantassi	cantassi	cantasse	cantassimo	cantaste	cantassero
cantare	Congiuntivo	Trapassato	avessi cantato	avessi cantato	avesse cantato	avessimo cantato	aveste cantato	avessero cantato
cantare	Condizionale	Presente	canterei	canteresti	canterebbe	canteremmo	cantereste	canterebbero
cantare	Condizionale	Passato	avrei cantato	avresti cantato	avrebbe cantato	avremmo cantato	avreste cantato	avrebbero cantato
cantare	Infinito	Presente	/	cantare
cantare	Infinito	Passato	/	avere cantato
cantare	Gerundio	Presente	/	cantando
cantare	Gerundio	Passato	/	avendo cantato
capire	Indicativo	Presente	capisco	capisci	capisce	capiamo	capite	capiscono
capire	Indicativo	Passato Prossimo	ho capito	hai capito	ha capito	abbiamo capito	avete capito	hanno capito
capire	Indicativo	Imperfetto	capivo	capivi	capiva	capivamo	capivate	capivano
capire	Indicativo	Trapassato Prossimo	avevo capito	avevi capito	aveva capito	avevamo capito	avevate capito	avevano capito
capire	Indicativo	Passato Remoto	capii	capisti	capì	capimmo	capiste	capirono
capire	Indicativo	Futuro Semplice	capirò	capirai	capirà	capiremo	capirete	capiranno
capire	Indicativo	Futuro Anteriore	avrò capito	avrai capito	avrà capito	avremo capato	avrete capato	avranno capato
capire	Congiuntivo	Presente	capisca	capisca	capisca	capiamo	capiate	capiscano
capire	Congiuntivo	Passato	abbia capito	abbia capito	abbia capito	abbiamo capito	abbiate capito	abbiano capito
capire	Congiuntivo	Imperfetto	capissi	capissi	capisse	capissimo	capiste	capissero
capire	Congiuntivo	Trapassato	avessi capito	avessi capito	avesse capito	avessimo capito	aveste capito	avessero capito
capire	Condizionale	Presente	capirei	capiresti	capirebbe	capiremmo	capireste	capirebbero
capire	Condizionale	Passato	avrei capito	avresti capito	avrebbe capito	avremmo capito	avreste capito	avrebbero capito
capire	Infinito	Presente	/	capire
capire	Infinito	Passato	/	avere capito
capire	Gerundio	Presente	/	capendo
capire	Gerundio	Passato	/	avendo capito
cenare	Indicativo	Presente	ceno	ceni	cena	ceniamo	cenate	cenano
cenare	Indicativo	Passato Prossimo	ho cenato	hai cenato	ha cenato	abbiamo cenato	avete cenato	hanno cenato
cenare	Indicativo	Imperfetto	cenavo	cenavi	cenava	cenavamo	cenavate	cenavano
cenare	Indicativo	Trapassato Prossimo	avevo cenato	avevi cenato	aveva cenato	avevamo cenato	avevate cenato	avevano cenato
cenare	Indicativo	Passato Remoto	cenai	cenasti	cenò	cenammo	cenaste	cenarono
cenare	Indicativo	Futuro Semplice	cenerò	cenerai	cenerà	ceneremo	cenerete	ceneranno
cenare	Indicativo	Futuro Anteriore	avrò cenato	avrai cenato	avrà cenato	avremo cenato	avrete cenato	avranno cenato
cenare	Congiuntivo	Presente	ceni	ceni	ceni	ceniamo	ceniate	cenino
cenare	Congiuntivo	Passato	abbia cenato	abbia cenato	abbia cenato	abbiamo cenato	abbiate cenato	abbiano cenato
cenare	Congiuntivo	Imperfetto	cenassi	cenassi	cenasse	cenassimo	cenaste	cenassero
cenare	Congiuntivo	Trapassato	avessi cenato	avessi cenato	avesse cenato	avessimo cenato	aveste cenato	avessero cenato
cenare	Condizionale	Presente	cenerei	ceneresti	cenerebbe	ceneremmo	cenereste	cenerebbero
cenare	Condizionale	Passato	avrei cenato	avresti cenato	avrebbe cenato	avremmo cenato	avreste cenato	avrebbero cenato
cenare	Infinito	Presente	/	cenare
cenare	Infinito	Passato	/	avere cenato
cenare	Gerundio	Presente	/	cenando
cenare	Gerundio	Passato	/	avendo cenato
cercare	Indicativo	Presente	cerco	cerchi	cerca	cerchiamo	cercate	cercano
cercare	Indicativo	Passato Prossimo	ho cercato	hai cercato	ha cercato	abbiamo cercato	avete cercato	hanno cercato
cercare	Indicativo	Imperfetto	cercavo	cercavi	cercava	cercavamo	cercavate	cercavano
cercare	Indicativo	Trapassato Prossimo	avevo cercato	avevi cercato	aveva cercato	avevamo cercato	avevate cercato	avevano cercato
cercare	Indicativo	Passato Remoto	cercai	cercasti	cercò	cercammo	cercaste	cercarono
cercare	Indicativo	Futuro Semplice	cercherò	cercherai	cercherà	cercheremo	cercherete	cercheranno
cercare	Indicativo	Futuro Anteriore	avrò cercato	avrai cercato	avrà cercato	avremo cercato	avrete cercato	avranno cercato
cercare	Congiuntivo	Presente	cerchi	cerchi	cerchi	cerchiamo	cerchiate	cerchino
cercare	Congiuntivo	Passato	abbia cercato	abbia cercato	abbia cercato	abbiamo cercato	abbiate cercato	abbiano cercato
cercare	Congiuntivo	Imperfetto	cercassi	cercassi	cercasse	cercassimo	cercaste	cercassero
cercare	Congiuntivo	Trapassato	avessi cercato	avessi cercato	avesse cercato	avessimo cercato	aveste cercato	avessero cercato
cercare	Condizionale	Presente	cercherei	cercheresti	cercherebbe	cercheremmo	cerchereste	cercherebbero
cercare	Condizionale	Passato	avrei cercato	avresti cercato	avrebbe cercato	avremmo cercato	avreste cercato	avrebbero cercato
cercare	Infinito	Presente	/	cercare
cercare	Infinito	Passato	/	avere cercato
cercare	Gerundio	Presente	/	cercando
cercare	Gerundio	Passato	/	avendo cercato
chiamare	Indicativo	Presente	chiamo	chiami	chiama	chiamiamo	chiamate	chiamano
chiamare	Indicativo	Passato Prossimo	ho chiamato	hai chiamato	ha chiamato	abbiamo chiamato	avete chiamato	hanno chiamato
chiamare	Indicativo	Imperfetto	chiamavo	chiamavi	chiamava	chiamavamo	chiamavate	chiamavano
chiamare	Indicativo	Trapassato Prossimo	avevo chiamato	avevi chiamato	aveva chiamato	avevamo chiamato	avevate chiamato	avevano chiamato
chiamare	Indicativo	Passato Remoto	chiamai	chiamasti	chiamò	chiamammo	chiamaste	chiamarono
chiamare	Indicativo	Futuro Semplice	chiamerò	chiamerai	chiamerà	chiameremo	chiamerete	chiameranno
chiamare	Indicativo	Futuro Anteriore	avrò chiamato	avrai chiamato	avrà chiamato	avremo chiamato	avrete chiamato	avranno chiamato
chiamare	Congiuntivo	Presente	chiami	chiami	chiami	chiamiamo	chiamiate	chiamino
chiamare	Congiuntivo	Passato	abbia chiamato	abbia chiamato	abbia chiamato	abbiamo chiamato	abbiate chiamato	abbiano chiamato
chiamare	Congiuntivo	Imperfetto	chiamassi	chiamassi	chiamasse	chiamassimo	chiamaste	chiamassero
chiamare	Congiuntivo	Trapassato	avessi chiamato	avessi chiamato	avesse chiamato	avessimo chiamato	aveste chiamato	avessero chiamato
chiamare	Condizionale	Presente	chiamerei	chiameresti	chiamerebbe	chiameremmo	chiamereste	chiamerebbero
chiamare	Condizionale	Passato	avrei chiamato	avresti chiamato	avrebbe chiamato	avremmo chiamato	avreste chiamato	avrebbero chiamato
chiamare	Infinito	Presente	/	chiamare
chiamare	Infinito	Passato	/	avere chiamato
chiamare	Gerundio	Presente	/	chiamando
chiamare	Gerundio	Passato	/	avendo chiamato
chiamarsi	Indicativo	Presente	mi chiamo	ti chiami	si chiama	ci chiamiamo	vi chiamate	si chiamano
chiamarsi	Indicativo	Passato Prossimo	mi sono chiamato	ti sei chiamato	si è chiamato	ci siamo chiamati	vi siete chiamati	si sono chiamati
chiamarsi	Indicativo	Imperfetto	mi chiamavo	ti chiamavi	si chiamava	ci chiamavamo	vi chiamavate	si chiamavano
chiamarsi	Indicativo	Trapassato Prossimo	mi ero chiamato	ti eri chiamato	si era chiamato	ci eravamo chiamati	vi eravate chiamati	si erano chiamati
chiamarsi	Indicativo	Passato Remoto	mi chiamai	ti chiamasti	si chiamò	ci chiamammo	vi chiamaste	si chiamarono
chiamarsi	Indicativo	Futuro Semplice	mi chiamerò	ti chiamerai	si chiamerà	ci chiameremo	vi chiamerete	si chiameranno
chiamarsi	Indicativo	Futuro Anteriore	mi sarò chiamato	ti sarai chiamato	si sarà chiamato	ci saremo chiamati	vi sarete chiamati	si saranno chiamati
chiamarsi	Congiuntivo	Presente	mi chiami	ti chiami	si chiami	ci chiamiamo	vi chiamiate	si chiamino
chiamarsi	Congiuntivo	Passato	mi sia chiamato	ti sia chiamato	si sia chiamato	ci siamo chiamati	vi siate chiamati	si siano chiamati
chiamarsi	Congiuntivo	Imperfetto	mi chiamassi	ti chiamassi	si chiamasse	ci chiamassimo	vi chiamaste	si chiamassero
chiamarsi	Congiuntivo	Trapassato	mi fossi chiamato	ti fossi chiamato	si fosse chiamato	ci fossimo chiamati	vi foste chiamati	si fossero chiamati
chiamarsi	Condizionale	Presente	mi chiamerei	ti chiameresti	si chiamerebbe	ci chiamerebbero	vi chiamerebbero	si chiamerebbero
chiamarsi	Condizionale	Passato	mi sarei chiamato	ti saresti chiamato	si sarebbe chiamato	ci saremmo chiamati	vi sareste chiamati	si sarebbero chiamati
chiamarsi	Infinito	Presente	/	chiamarsi
chiamarsi	Infinito	Passato	/	essersi chiamato
chiamarsi	Gerundio	Presente	/	chiamandosi
chiamarsi	Gerundio	Passato	/	essendosi chiamato
chiudere	Indicativo	Presente	chiudo	chiudi	chiude	chiudiamo	chiudete	chiudono
chiudere	Indicativo	Passato Prossimo	ho chiuso	hai chiuso	ha chiuso	abbiamo chiuso	avete chiuso	hanno chiuso
chiudere	Indicativo	Imperfetto	chiudevo	chiudevi	chiudeva	chiudevamo	chiudevate	chiudevano
chiudere	Indicativo	Trapassato Prossimo	avevo chiuso	avevi chiuso	aveva chiuso	avevamo chiuso	avevate chiuso	avevano chiuso
chiudere	Indicativo	Passato Remoto	chiusi	chiudesti	chius	chiudemmo	chiudeste	chiusero
chiudere	Indicativo	Futuro Semplice	chiuderò	chiuderai	chiuderà	chiuderemo	chiuderete	chiuderanno
